Symbol,Path,Description
RENT3T,BVMF-Equities\RENT3T,LOCALIZA    ON  EJ  NM
WINZ26,BVMF-Derivatives\WINZ26,IBOVESPA MINI
PRIO3T,BVMF-Equities\PRIO3T,PETRORIO    ON      NM
WINM27,BVMF-Derivatives\WINM27,IBOVESPA MINI
OSXB3T,BVMF-Equities\OSXB3T,OSX BRASIL  ON      NM
WINQ27,BVMF-Derivatives\WINQ27,IBOVESPA MINI
PETR3T,BVMF-Equities\PETR3T,PETROBRAS   ON      N2
WI1V25Z25,BVMF-Derivatives\WI1V25Z25,ROLAG MINI IND
PETR4T,BVMF-Equities\PETR4T,PETROBRAS   PN      N2
WI1V25G26,BVMF-Derivatives\WI1V25G26,ROLAG MINI IND
TF534,BVMF-Equities\TF534,ATIVO TESTE   ON DR
TF533,BVMF-Equities\TF533,ATIVO TESTE ON
RPMG3,BVMF-Equities\RPMG3,PET MANGUINHON
RPMG3F,BVMF-Equities\RPMG3F,PET MANGUINHON
MOVI3T,BVMF-Equities\MOVI3T,MOVIDA      ON      NM
BPAC11T,BVMF-Equities\BPAC11T,BTGP BANCO  UNT     N2
CASH3F,BVMF-Equities\CASH3F,MELIUZ      ON      NM
CASH3,BVMF-Equities\CASH3,MELIUZ      ON      NM
CASH3T,BVMF-Equities\CASH3T,MELIUZ      ON      NM
LWSA3T,BVMF-Equities\LWSA3T,LWSA        ON      NM
TF535,BVMF-Equities\TF535,ATIVO TESTE ON SPA
CASH3M,BVMF-Equities\CASH3M,MELIUZ      ON      NM
CASH3R,BVMF-Equities\CASH3R,MELIUZ      ON      NM
CASH3Q,BVMF-Equities\CASH3Q,MELIUZ      ON      NM
MOVI3F,BVMF-Equities\MOVI3F,MOVIDA      ON      NM
MOVI3,BVMF-Equities\MOVI3,MOVIDA      ON      NM
CASH16,BVMF-Equities\CASH16,MELIUZ      BNS ORD NM
CASH14,BVMF-Equities\CASH14,MELIUZ      BNS ORD NM
MOVI3M,BVMF-Equities\MOVI3M,MOVIDA      ON      NM
MOVI3R,BVMF-Equities\MOVI3R,MOVIDA      ON      NM
MOVI3Q,BVMF-Equities\MOVI3Q,MOVIDA      ON      NM
CASH16F,BVMF-Equities\CASH16F,MELIUZ      BNS ORD NM
CASH14F,BVMF-Equities\CASH14F,MELIUZ      BNS ORD NM
CASH15,BVMF-Equities\CASH15,MELIUZ      BNS ORD NM
CASH15F,BVMF-Equities\CASH15F,MELIUZ      BNS ORD NM
BPAC5F,BVMF-Equities\BPAC5F,BTGP BANCO  PNA     N2
BPAC3,BVMF-Equities\BPAC3,BTGP BANCO  ON      N2
PRIO3,BVMF-Equities\PRIO3,PETRORIO    ON      NM
BPAC11F,BVMF-Equities\BPAC11F,BTGP BANCO  UNT     N2
BPAC5,BVMF-Equities\BPAC5,BTGP BANCO  PNA     N2
BPAC3F,BVMF-Equities\BPAC3F,BTGP BANCO  ON      N2
PRIO3F,BVMF-Equities\PRIO3F,PETRORIO    ON      NM
BPAC11M,BVMF-Equities\BPAC11M,BTGP BANCO  UNT     N2
BPAC11Q,BVMF-Equities\BPAC11Q,BTGP BANCO  UNT     N2
BPAC11R,BVMF-Equities\BPAC11R,BTGP BANCO  UNT     N2
PRIO3R,BVMF-Equities\PRIO3R,PETRORIO    ON      NM
PRIO3Q,BVMF-Equities\PRIO3Q,PETRORIO    ON      NM
BPAC5M,BVMF-Equities\BPAC5M,BTGP BANCO  PNA     N2
BPAC5R,BVMF-Equities\BPAC5R,BTGP BANCO  PNA     N2
BPAC5Q,BVMF-Equities\BPAC5Q,BTGP BANCO  PNA     N2
BPAC3Q,BVMF-Equities\BPAC3Q,BTGP BANCO  ON      N2
PRIO3M,BVMF-Equities\PRIO3M,PETRORIO    ON      NM
BPAC3R,BVMF-Equities\BPAC3R,BTGP BANCO  ON      N2
LWSA3,BVMF-Equities\LWSA3,LWSA        ON      NM
BPAC3M,BVMF-Equities\BPAC3M,BTGP BANCO  ON      N2
LWSA3M,BVMF-Equities\LWSA3M,LWSA        ON      NM
LWSA3F,BVMF-Equities\LWSA3F,LWSA        ON      NM
LWSA3Q,BVMF-Equities\LWSA3Q,LWSA        ON      NM
LWSA3R,BVMF-Equities\LWSA3R,LWSA        ON      NM
PETR4F,BVMF-Equities\PETR4F,PETROBRAS   PN      N2
PETR3F,BVMF-Equities\PETR3F,PETROBRAS   ON      N2
PETR3Q,BVMF-Equities\PETR3Q,PETROBRAS   ON      N2
PETR3R,BVMF-Equities\PETR3R,PETROBRAS   ON      N2
PETR4Q,BVMF-Equities\PETR4Q,PETROBRAS   PN      N2
PETR3M,BVMF-Equities\PETR3M,PETROBRAS   ON      N2
PETR4R,BVMF-Equities\PETR4R,PETROBRAS   PN      N2
PETR4M,BVMF-Equities\PETR4M,PETROBRAS   PN      N2
CSAN3,BVMF-Equities\CSAN3,COSAN       ON      NM
RENT3F,BVMF-Equities\RENT3F,LOCALIZA    ON  EJ  NM
CSAN3F,BVMF-Equities\CSAN3F,COSAN       ON      NM
RENT3,BVMF-Equities\RENT3,LOCALIZA    ON  EJ  NM
CSAN3R,BVMF-Equities\CSAN3R,COSAN       ON      NM
CSAN3Q,BVMF-Equities\CSAN3Q,COSAN       ON      NM
OSXB3,BVMF-Equities\OSXB3,OSX BRASIL  ON      NM
RENT3M,BVMF-Equities\RENT3M,LOCALIZA    ON  EJ  NM
RENT3R,BVMF-Equities\RENT3R,LOCALIZA    ON  EJ  NM
RENT3Q,BVMF-Equities\RENT3Q,LOCALIZA    ON  EJ  NM
CSAN3M,BVMF-Equities\CSAN3M,COSAN       ON      NM
OSXB3F,BVMF-Equities\OSXB3F,OSX BRASIL  ON      NM
RPMG3R,BVMF-Equities\RPMG3R,PET MANGUINHON
RPMG3Q,BVMF-Equities\RPMG3Q,PET MANGUINHON
OSXB3Q,BVMF-Equities\OSXB3Q,OSX BRASIL  ON      NM
OSXB3R,BVMF-Equities\OSXB3R,OSX BRASIL  ON      NM
OSXB3M,BVMF-Equities\OSXB3M,OSX BRASIL  ON      NM
RPMG3M,BVMF-Equities\RPMG3M,PET MANGUINHON
IDES,BVMF-Equities\IDES,IDESB3 ULT
IFMILHO,BVMF-Equities\IFMILHO,IFMILHO
IFBOI,BVMF-Equities\IFBOI,IFBOI
IDAP5,BVMF-Equities\IDAP5,IDAP5
ICBIO,BVMF-Equities\ICBIO,ICBIO
IDEI,BVMF-Equities\IDEI,IDEIB3 AAA
IDPS,BVMF-Equities\IDPS,IDPSB3 AAA
IDCS,BVMF-Equities\IDCS,IDCSB3 AAA
IDEB,BVMF-Equities\IDEB,IDEBB3 AAA
IDIS,BVMF-Equities\IDIS,IDISB3 ULT
BRAX,BVMF-Equities\BRAX,ISHARES BRAX
DIVO,BVMF-Equities\DIVO,IT NOW IDIV
ECOO,BVMF-Equities\ECOO,ISHARES ECOO
ISUS,BVMF-Equities\ISUS,IT NOW ISE
FIND,BVMF-Equities\FIND,IT NOW IFNC
GOVE,BVMF-Equities\GOVE,IT NOW IGCT
MATB,BVMF-Equities\MATB,IT NOW IMAT
XBOV,BVMF-Equities\XBOV,CAIXAETFXBOV
BDRX,BVMF-Equities\BDRX,BDRX
IGCX,BVMF-Equities\IGCX,IGOVERNANCA
ICON,BVMF-Equities\ICON,ICONSUMO
IFIX,BVMF-Equities\IFIX,IND FDO IMOB
ICO2,BVMF-Equities\ICO2,ICO2
IEEX,BVMF-Equities\IEEX,IEELETRICA
IBXX,BVMF-Equities\IBXX,IBRX BRASIL
IGCT,BVMF-Equities\IGCT,IGC TRADE
INDX,BVMF-Equities\INDX,INDUSTRIAL
IGNM,BVMF-Equities\IGNM,IGC - NM
IBRA,BVMF-Equities\IBRA,IBRASIL
IMAT,BVMF-Equities\IMAT,IMAT BASICOS
IMOB,BVMF-Equities\IMOB,IMOBILIARIO
IVBX,BVMF-Equities\IVBX,IVBX2
IDIV,BVMF-Equities\IDIV,I DIVIDENDOS
IFNC,BVMF-Equities\IFNC,IFINANCEIRO
MLCX,BVMF-Equities\MLCX,MIDLARGE CAP
ITAG,BVMF-Equities\ITAG,ITAG ALONG
SMLL,BVMF-Equities\SMLL,SMALL CAP
UTIL,BVMF-Equities\UTIL,UTILITIES
ISEE,BVMF-Equities\ISEE,ISUSTENTABIL
BBSD,BVMF-Equities\BBSD,BB ETF SP DV
PIBB,BVMF-Equities\PIBB,IT NOW PIBB
SMAC,BVMF-Equities\SMAC,IT NOW SMALL
BOVB,BVMF-Equities\BOVB,ETF BRA IBOV
TFIX,BVMF-Equities\TFIX,INDICE TESTE
IBXL,BVMF-Equities\IBXL,IBRX 50
XFIX,BVMF-Equities\XFIX,TREND IFIX-L
BBOV,BVMF-Equities\BBOV,BB ETF IBOV
ESGB,BVMF-Equities\ESGB,ETF ESG BTG
BOVX,BVMF-Equities\BOVX,TREND IBOVX
IFIL,BVMF-Equities\IFIL,IFIX L B3
SMAB,BVMF-Equities\SMAB,BTG SMLL CAP
GENB,BVMF-Equities\GENB,ETF BTG GENB
IBOB,BVMF-Equities\IBOB,PACTUAL IBOV
CMDB,BVMF-Equities\CMDB,BTG COMMODIT
TRIG,BVMF-Equities\TRIG,TRG SMIC CAP
BOVS,BVMF-Equities\BOVS,SAFRAETFIBOV
GPTW,BVMF-Equities\GPTW,IGPTW B3
ELAS,BVMF-Equities\ELAS,SAFRAETFELAS
AGFS,BVMF-Equities\AGFS,IAGRO-FFS B3
AGRI,BVMF-Equities\AGRI,BB ETF IAGRO
BCIC,BVMF-Equities\BCIC,B INDEX CICL
BMMT,BVMF-Equities\BMMT,B INDEX MOME
BXPO,BVMF-Equities\BXPO,INVESTO BXPO
BDOM,BVMF-Equities\BDOM,INVESTO BDOM
SCVB,BVMF-Equities\SCVB,INVESTO SCVB
IBSD,BVMF-Equities\IBSD,IBOV SD TR
NSDV,BVMF-Equities\NSDV,NU IBOV DIV
BDEF,BVMF-Equities\BDEF,B INDEX DEFE
BREW,BVMF-Equities\BREW,B INDEX BREW
IDVR,BVMF-Equities\IDVR,IDIVERSA B3
IBLV,BVMF-Equities\IBLV,IBOV S LVOL
DVER,BVMF-Equities\DVER,BB ETF DVER
IBHB,BVMF-Equities\IBHB,IBOV S HBETA
LVOL,BVMF-Equities\LVOL,NUIBOVLOWVOL
HIGH,BVMF-Equities\HIGH,NUIBOVHIGHBT
B3BR,BVMF-Equities\B3BR,IT NOW B3BR+
IBEE,BVMF-Equities\IBEE,IBOVB3 ESTAT
NBOV,BVMF-Equities\NBOV,NUIBOVBRMAIS
IBBR,BVMF-Equities\IBBR,IBOVESPAB3BR
IBEP,BVMF-Equities\IBEP,IBOVB3 PRIV
SPUB,BVMF-Equities\SPUB,SAFRAIBOVEST
AURE,BVMF-Equities\AURE,CESTA AURE99
SPVT,BVMF-Equities\SPVT,SAFRAIBOVPVT
BRAZ,BVMF-Equities\BRAZ,BB ETF BRAZ
IBEW,BVMF-Equities\IBEW,IBOVEQWEIGHT
IBBC,BVMF-Equities\IBBC,IBOVBRCAP B3
IBBE,BVMF-Equities\IBBE,IBOVBREW B3
BRXC,BVMF-Equities\BRXC,BTGIABRSELEC
BOVV,BVMF-Equities\BOVV,IT NOW IBOV
VAMO,BVMF-Equities\VAMO,CESTA VAMO99
HERT,BVMF-Equities\HERT,ETF HEQREITS
SMAL,BVMF-Equities\SMAL,ISHARES SMAL
CAPE,BVMF-Equities\CAPE,ISHARES CAP5
AUVP,BVMF-Equities\AUVP,BTGTEVA AUVP
IBOV,BVMF-Equities\IBOV,IBOVESPA
BEST,BVMF-Equities\BEST,INVESTOBEST
NDIV,BVMF-Equities\NDIV,NU REND IBOV
BOVA,BVMF-Equities\BOVA,ISHARES BOVA
DIVD,BVMF-Equities\DIVD,IT NOW DIVD
EWBZ,BVMF-Equities\EWBZ,ISHARES EQWE
UTLL,BVMF-Equities\UTLL,INVESTOUTIL
IDEU,BVMF-Equities\IDEU,IDEUB3 ULT
IDIC,BVMF-Equities\IDIC,IDICB3 ULT
TIRB,BVMF-Equities\TIRB,BTG DIV REAL
IFGD,BVMF-Equities\IFGD,IF GOLD B3
MATB11T,BVMF-Equities\MATB11T,IT NOW IMAT CI
WEGE3T,BVMF-Equities\WEGE3T,WEG         ON  EJ  NM
RCSL3T,BVMF-Equities\RCSL3T,RECRUSUL    ON
LOGN3T,BVMF-Equities\LOGN3T,LOG-IN      ON      NM
RCSL4T,BVMF-Equities\RCSL4T,RECRUSUL    PN
POMO3T,BVMF-Equities\POMO3T,MARCOPOLO   ON      N2
POMO4T,BVMF-Equities\POMO4T,MARCOPOLO   PN      N2
SPXI11T,BVMF-Equities\SPXI11T,IT NOW SPXI CI
ECOO11T,BVMF-Equities\ECOO11T,ISHARES ECOOCI
SMAL11T,BVMF-Equities\SMAL11T,ISHARES SMALCI
RAPT4T,BVMF-Equities\RAPT4T,RANDON PART PN      N1
ECOR3T,BVMF-Equities\ECOR3T,ECORODOVIAS ON      NM
GOVE11T,BVMF-Equities\GOVE11T,IT NOW IGCT CI
EMBR3T,BVMF-Equities\EMBR3T,EMBRAER     ON      NM
PIBB11T,BVMF-Equities\PIBB11T,IT NOW PIBB CI
RAPT3T,BVMF-Equities\RAPT3T,RANDON PART ON      N1
DIVO11T,BVMF-Equities\DIVO11T,IT NOW IDIV CI
BRAX11T,BVMF-Equities\BRAX11T,ISHARES BRAXCI
BOVA11T,BVMF-Equities\BOVA11T,ISHARES BOVACI
BBSD11T,BVMF-Equities\BBSD11T,BB ETF SP DVCI
FIND11T,BVMF-Equities\FIND11T,IT NOW IFNC CI
ABEV3T,BVMF-Equities\ABEV3T,AMBEV S/A   ON
XBOV11T,BVMF-Equities\XBOV11T,CAIXAETFXBOVCI
IVVB11T,BVMF-Equities\IVVB11T,ISHARE SP500CI
ISUS11T,BVMF-Equities\ISUS11T,IT NOW ISE  CI
TF624,BVMF-Equities\TF624,ATIVO TESTE   ON DR
GOLD11T,BVMF-Equities\GOLD11T,TREND OURO  CI
GOLD11,BVMF-Equities\GOLD11,TREND OURO  CI
TF494,BVMF-Equities\TF494,ATIVO TESTE   ON DR
BOVB11T,BVMF-Equities\BOVB11T,ETF BRA IBOVCI
SPXB11T,BVMF-Equities\SPXB11T,BTG S&P 500 CI
SMAB11T,BVMF-Equities\SMAB11T,BTG SMLL CAPCI
QBTC11T,BVMF-Equities\QBTC11T,QR BITCOIN  CI
XINA11T,BVMF-Equities\XINA11T,XPETFCHINA  CI
ALUG11T,BVMF-Equities\ALUG11T,INVESTO ALUGCI
ELAS11T,BVMF-Equities\ELAS11T,SAFRAETFELASCI
DEFI11T,BVMF-Equities\DEFI11T,DEFI HASH   CI
JOGO11T,BVMF-Equities\JOGO11T,INVESTO JOGOCI
USAL11T,BVMF-Equities\USAL11T,TREND US LRGCI
CMDB11T,BVMF-Equities\CMDB11T,BTG COMMODITCI
SVAL11T,BVMF-Equities\SVAL11T,INVESTO SVALCI
BNDX11T,BVMF-Equities\BNDX11T,INVESTO BNDXCI
USDB11T,BVMF-Equities\USDB11T,INVESTO USDBCI
WEB311T,BVMF-Equities\WEB311T,SMART HASH  CI
NFTS11T,BVMF-Equities\NFTS11T,INVESTO NFTSCI
CORN11T,BVMF-Equities\CORN11T,BB ETF MILHOCI
BDOM11T,BVMF-Equities\BDOM11T,INVESTO BDOMCI
BBOI11T,BVMF-Equities\BBOI11T,BB ETF BOI GCI
PEVC11T,BVMF-Equities\PEVC11T,INVESTO PEVCCI
SCVB11T,BVMF-Equities\SCVB11T,INVESTO SCVBCI
NSDV11T,BVMF-Equities\NSDV11T,NU IBOV DIV CI
RCSL3R,BVMF-Equities\RCSL3R,RECRUSUL    ON
RCSL3M,BVMF-Equities\RCSL3M,RECRUSUL    ON
NDIV11T,BVMF-Equities\NDIV11T,NU REND IBOVCI
RCSL3Q,BVMF-Equities\RCSL3Q,RECRUSUL    ON
RCSL4Q,BVMF-Equities\RCSL4Q,RECRUSUL    PN
RCSL4R,BVMF-Equities\RCSL4R,RECRUSUL    PN
RCSL4M,BVMF-Equities\RCSL4M,RECRUSUL    PN
DOLA11,BVMF-Equities\DOLA11,BB ETF DOLARCI
BDRX11,BVMF-Equities\BDRX11,BDRX        BDR
IBXX11,BVMF-Equities\IBXX11,IBRX BRASIL IBX
IDIV11,BVMF-Equities\IDIV11,I DIVIDENDOSIDI
IBRA11,BVMF-Equities\IBRA11,IBRASIL     IBR
IEEX11,BVMF-Equities\IEEX11,IEELETRICA  IEE
ICO211,BVMF-Equities\ICO211,ICO2        ICO
IFIX11,BVMF-Equities\IFIX11,IND FDO IMOBIFI
IFNC11,BVMF-Equities\IFNC11,IFINANCEIRO IFN
IMOB11,BVMF-Equities\IMOB11,IMOBILIARIO IMO
IGCT11,BVMF-Equities\IGCT11,IGC TRADE   IGC
ICON11,BVMF-Equities\ICON11,ICONSUMO    ICO
IGCX11,BVMF-Equities\IGCX11,IGOVERNANCA IGC
IMAT11,BVMF-Equities\IMAT11,IMAT BASICOSIMA
ITAG11,BVMF-Equities\ITAG11,ITAG ALONG  ITA
IGNM11,BVMF-Equities\IGNM11,IGC - NM    IGN
INDX11,BVMF-Equities\INDX11,INDUSTRIAL  IND
SMLL11,BVMF-Equities\SMLL11,SMALL CAP   SML)
IVBX11,BVMF-Equities\IVBX11,IVBX2       IVB
ISEE11,BVMF-Equities\ISEE11,ISUSTENTABILISE
UTIL11,BVMF-Equities\UTIL11,UTILITIES   UTI
MLCX11,BVMF-Equities\MLCX11,MIDLARGE CAPMLC
DIVO11,BVMF-Equities\DIVO11,IT NOW IDIV CI
BRAX11,BVMF-Equities\BRAX11,ISHARES BRAXCI
MATB11,BVMF-Equities\MATB11,IT NOW IMAT CI
ECOO11,BVMF-Equities\ECOO11,ISHARES ECOOCI
FIND11,BVMF-Equities\FIND11,IT NOW IFNC CI
ISUS11,BVMF-Equities\ISUS11,IT NOW ISE  CI
GOVE11,BVMF-Equities\GOVE11,IT NOW IGCT CI
TF493,BVMF-Equities\TF493,ATIVO TESTE ON
XBOV11,BVMF-Equities\XBOV11,CAIXAETFXBOVCI
TF623,BVMF-Equities\TF623,ATIVO TESTE ON
BBSD11,BVMF-Equities\BBSD11,BB ETF SP DVCI
IVVB11,BVMF-Equities\IVVB11,ISHARE SP500CI
IBXL11,BVMF-Equities\IBXL11,IBRX 50     IBX
PIBB11,BVMF-Equities\PIBB11,IT NOW PIBB CI
SPXI11,BVMF-Equities\SPXI11,IT NOW SPXI CI
AZUL4T,BVMF-Equities\AZUL4T,AZUL        PN      N2
RAIL3T,BVMF-Equities\RAIL3T,RUMO S.A.   ON      NM
SUZB3T,BVMF-Equities\SUZB3T,SUZANO S.A. ON  ATZ NM
BOVV11T,BVMF-Equities\BOVV11T,IT NOW IBOV CI
TF495,BVMF-Equities\TF495,ATIVO TESTE ON SPA
MRVE3T,BVMF-Equities\MRVE3T,MRV         ON      NM
BOVB11,BVMF-Equities\BOVB11,ETF BRA IBOVCI
SMAC11T,BVMF-Equities\SMAC11T,IT NOW SMALLCI
SMAC11,BVMF-Equities\SMAC11,IT NOW SMALLCI
ESGB11,BVMF-Equities\ESGB11,ETF ESG BTG CI
XFIX11,BVMF-Equities\XFIX11,TREND IFIX-LCI
ESGB11T,BVMF-Equities\ESGB11T,ETF ESG BTG CI
BBOV11,BVMF-Equities\BBOV11,BB ETF IBOV CI
BBOV11T,BVMF-Equities\BBOV11T,BB ETF IBOV CI
JSLG3T,BVMF-Equities\JSLG3T,JSL         ON      NM
ACWI11T,BVMF-Equities\ACWI11T,XPETFACWI   CI
IFIL11,BVMF-Equities\IFIL11,IFIX L B3   IFI
XINA11,BVMF-Equities\XINA11,XPETFCHINA  CI
ACWI11,BVMF-Equities\ACWI11,XPETFACWI   CI
HASH11,BVMF-Equities\HASH11,HASHDEX NCI CI
TECK11,BVMF-Equities\TECK11,IT NOW TECK CI
USTK11,BVMF-Equities\USTK11,INVESTO USTKCI
NASD11,BVMF-Equities\NASD11,TREND NASDAQCI
TECK11T,BVMF-Equities\TECK11T,IT NOW TECK CI
HASH11T,BVMF-Equities\HASH11T,HASHDEX NCI CI
HTEK11,BVMF-Equities\HTEK11,IT NOW HCARECI
NASD11T,BVMF-Equities\NASD11T,TREND NASDAQCI
HTEK11T,BVMF-Equities\HTEK11T,IT NOW HCARECI
QBTC11,BVMF-Equities\QBTC11,QR BITCOIN  CI
MILL11,BVMF-Equities\MILL11,DIGITAL LIFECI
BOVX11T,BVMF-Equities\BOVX11T,TREND IBOVX CI
REVE11,BVMF-Equities\REVE11,IT NOW GREENCI
GENB11,BVMF-Equities\GENB11,ETF BTG GENBCI
BOVX11,BVMF-Equities\BOVX11,TREND IBOVX CI
MILL11T,BVMF-Equities\MILL11T,DIGITAL LIFECI
REVE11T,BVMF-Equities\REVE11T,IT NOW GREENCI
ETHE11,BVMF-Equities\ETHE11,ETHER HASH  CI
BITH11,BVMF-Equities\BITH11,BITCOIN HASHCI
IBOB11,BVMF-Equities\IBOB11,PACTUAL IBOVCI
QETH11,BVMF-Equities\QETH11,QR ETHER    CI
BITH11T,BVMF-Equities\BITH11T,BITCOIN HASHCI
USTK11T,BVMF-Equities\USTK11T,INVESTO USTKCI
GENB11T,BVMF-Equities\GENB11T,ETF BTG GENBCI
IBOB11T,BVMF-Equities\IBOB11T,PACTUAL IBOVCI
QETH11T,BVMF-Equities\QETH11T,QR ETHER    CI
YDRO11T,BVMF-Equities\YDRO11T,IT NOW HYDROCI
YDRO11,BVMF-Equities\YDRO11,IT NOW HYDROCI
SMAB11,BVMF-Equities\SMAB11,BTG SMLL CAPCI
SPXB11,BVMF-Equities\SPXB11,BTG S&P 500 CI
ETHE11T,BVMF-Equities\ETHE11T,ETHER HASH  CI
CMDB11,BVMF-Equities\CMDB11,BTG COMMODITCI
WRLD11T,BVMF-Equities\WRLD11T,INVESTO WRLDCI
TRIG11,BVMF-Equities\TRIG11,TRG SMIC CAPCI
ALUG11,BVMF-Equities\ALUG11,INVESTO ALUGCI
WRLD11,BVMF-Equities\WRLD11,INVESTO WRLDCI
BOVS11T,BVMF-Equities\BOVS11T,SAFRAETFIBOVCI
USAL11,BVMF-Equities\USAL11,TREND US LRGCI
JOGO11,BVMF-Equities\JOGO11,INVESTO JOGOCI
TRIG11T,BVMF-Equities\TRIG11T,TRG SMIC CAPCI
BOVS11,BVMF-Equities\BOVS11,SAFRAETFIBOVCI
WEB311,BVMF-Equities\WEB311,SMART HASH  CI
LOGN3,BVMF-Equities\LOGN3,LOG-IN      ON      NM
DEFI11,BVMF-Equities\DEFI11,DEFI HASH   CI
GPTW11,BVMF-Equities\GPTW11,IGPTW B3    GPT
LOGN3F,BVMF-Equities\LOGN3F,LOG-IN      ON      NM
BLOK11,BVMF-Equities\BLOK11,INVESTO BLOKCI
BNDX11,BVMF-Equities\BNDX11,INVESTO BNDXCI
QDFI11,BVMF-Equities\QDFI11,QR DEFI     CI
QDFI11T,BVMF-Equities\QDFI11T,QR DEFI     CI
ELAS11,BVMF-Equities\ELAS11,SAFRAETFELASCI
NFTS11,BVMF-Equities\NFTS11,INVESTO NFTSCI
UTEC11,BVMF-Equities\UTEC11,XPETFUSTECH CI
PEVC11,BVMF-Equities\PEVC11,INVESTO PEVCCI
CRPT11,BVMF-Equities\CRPT11,CRIPTO20 EMPCI
META11,BVMF-Equities\META11,META HASH   CI
CRPT11T,BVMF-Equities\CRPT11T,CRIPTO20 EMPCI
AGRI11,BVMF-Equities\AGRI11,BB ETF IAGROCI
AGFS11,BVMF-Equities\AGFS11,IAGRO-FFS B3AGF
USDB11,BVMF-Equities\USDB11,INVESTO USDBCI
SVAL11,BVMF-Equities\SVAL11,INVESTO SVALCI
BLOK11T,BVMF-Equities\BLOK11T,INVESTO BLOKCI
AGRI11T,BVMF-Equities\AGRI11T,BB ETF IAGROCI
UTEC11T,BVMF-Equities\UTEC11T,XPETFUSTECH CI
META11T,BVMF-Equities\META11T,META HASH   CI
SCVB11,BVMF-Equities\SCVB11,INVESTO SCVBCI
BITI11,BVMF-Equities\BITI11,ETF GALAXY BCI
CORN11,BVMF-Equities\CORN11,BB ETF MILHOCI
BXPO11T,BVMF-Equities\BXPO11T,INVESTO BXPOCI
BXPO11,BVMF-Equities\BXPO11,INVESTO BXPOCI
BDOM11,BVMF-Equities\BDOM11,INVESTO BDOMCI
BITI11T,BVMF-Equities\BITI11T,ETF GALAXY BCI
BCIC11,BVMF-Equities\BCIC11,B INDEX CICLCI
FOMO11,BVMF-Equities\FOMO11,FOMO HASH   CI
BREW11,BVMF-Equities\BREW11,B INDEX BREWCI
BBOI11,BVMF-Equities\BBOI11,BB ETF BOI GCI
BMMT11T,BVMF-Equities\BMMT11T,B INDEX MOMECI
BDEF11,BVMF-Equities\BDEF11,B INDEX DEFECI
BMMT11,BVMF-Equities\BMMT11,B INDEX MOMECI
BDEF11T,BVMF-Equities\BDEF11T,B INDEX DEFECI
BCIC11T,BVMF-Equities\BCIC11T,B INDEX CICLCI
NSDV11,BVMF-Equities\NSDV11,NU IBOV DIV CI
IBSD11,BVMF-Equities\IBSD11,IBOV SD TR  IBS
BREW11T,BVMF-Equities\BREW11T,B INDEX BREWCI
IDVR11,BVMF-Equities\IDVR11,IDIVERSA B3 IDV
DVER11,BVMF-Equities\DVER11,BB ETF DVER CI
DVER11T,BVMF-Equities\DVER11T,BB ETF DVER CI
RCSL4,BVMF-Equities\RCSL4,RECRUSUL    PN
SPYI11T,BVMF-Equities\SPYI11T,ETF BV SPYI CI  ER
RCSL3,BVMF-Equities\RCSL3,RECRUSUL    ON
RCSL4F,BVMF-Equities\RCSL4F,RECRUSUL    PN
HIGH11,BVMF-Equities\HIGH11,NUIBOVHIGHBTCI
LVOL11,BVMF-Equities\LVOL11,NUIBOVLOWVOLCI
DIVD11T,BVMF-Equities\DIVD11T,IT NOW DIVD CI
RCSL3F,BVMF-Equities\RCSL3F,RECRUSUL    ON
QQQI11T,BVMF-Equities\QQQI11T,ETF BV QQQI CI  ER
IBHB11,BVMF-Equities\IBHB11,IBOV S HBETAIBH
DBOA11,BVMF-Equities\DBOA11,ETF ORYX B  CI
IBLV11,BVMF-Equities\IBLV11,IBOV S LVOL IBL
LVOL11T,BVMF-Equities\LVOL11T,NUIBOVLOWVOLCI
HIGH11T,BVMF-Equities\HIGH11T,NUIBOVHIGHBTCI
B3BR11,BVMF-Equities\B3BR11,IT NOW B3BR+CI
NBOV11,BVMF-Equities\NBOV11,NUIBOVBRMAISCI
IBBR11,BVMF-Equities\IBBR11,IBOVESPAB3BRIBB
CHIP11,BVMF-Equities\CHIP11,INVESTO CHIPCI
CHIP11T,BVMF-Equities\CHIP11T,INVESTO CHIPCI
SOLH11T,BVMF-Equities\SOLH11T,SOLANA HASH CI
QSOL11,BVMF-Equities\QSOL11,QR SOLANA   CI
QSOL11T,BVMF-Equities\QSOL11T,QR SOLANA   CI
NBOV11T,BVMF-Equities\NBOV11T,NUIBOVBRMAISCI
SOLH11,BVMF-Equities\SOLH11,SOLANA HASH CI
B3BR11T,BVMF-Equities\B3BR11T,IT NOW B3BR+CI
SPUB11,BVMF-Equities\SPUB11,SAFRAIBOVESTCI
IBEP11,BVMF-Equities\IBEP11,IBOVB3 PRIV IBE
IBEE11,BVMF-Equities\IBEE11,IBOVB3 ESTATIBE
HODL11,BVMF-Equities\HODL11,INVESTO HODLCI
SPVT11T,BVMF-Equities\SPVT11T,SAFRAIBOVPVTCI
TIRB11T,BVMF-Equities\TIRB11T,BTG DIV REALCI
DBOA11T,BVMF-Equities\DBOA11T,ETF ORYX B  CI
SPVT11,BVMF-Equities\SPVT11,SAFRAIBOVPVTCI
SPUB11T,BVMF-Equities\SPUB11T,SAFRAIBOVESTCI
